,OSMID,pred_mean_wi,pred_std_wi
0,27565068,71.09777679142067,10.77804841006469
1,254528943,63.180525227731934,12.921271521564622
2,331139689,64.31021323024035,13.147981141122948
3,331139740,64.09461464091552,12.867428076084094
4,331142069,64.3667374956833,12.82362521165147
5,331144234,63.11323738088626,12.970946233392496
6,331151099,61.36943511757128,13.495298340845617
7,331155527,64.33026927730702,13.108993214741224
8,331157135,62.78642219745259,13.147992140130066
9,339582598,70.20264610383835,10.93558326472734
10,667654938,50.05234877363999,12.802651348977195
11,667664658,44.59493040204243,12.155648474856672
12,667673760,51.52377544839704,13.149028460427365
13,925697533,50.369817917809584,12.615409070777602
14,925697921,53.33774479905719,12.333280177678105
15,925710565,61.70169639142567,13.273869805101404
16,925714106,57.113813617386484,12.83494716989251
17,925723766,64.04757041569081,13.094161556748128
18,925724571,58.58713910436647,12.666312953706981
19,925725587,63.76779945748185,13.044473982821662
20,926024447,62.410007951881774,13.341520695917938
21,926027458,63.20083682165209,13.010540632598007
22,926800039,62.66238491997466,13.258948696171394
23,926835172,51.3346177141883,13.198808049204331
24,926860006,62.86525479675717,13.156662582853503
25,927078063,46.169448520718085,12.173481446192444
26,927113108,46.26479641682065,12.558890673648738
27,1252235302,66.92006944432418,10.639144343157383
28,1253870271,70.36093046151348,11.283891014479783
29,1827771047,70.36093046151348,11.283891014479783
30,1827771079,71.98905636080889,10.676595571443144
31,1827907492,71.98905636080889,10.676595571443144
32,1827907498,70.46911994966254,11.153637012163957
33,2035490237,62.75408249100294,13.269152188785698
34,2178082104,58.08723622164754,12.763082575112508
35,2178082107,58.9546597934519,12.693223266367863
36,2178082108,63.437247917952625,13.182098550493258
37,2178082109,44.27100289312655,12.28050658615003
38,2178082110,45.434478162685075,12.540817896873575
39,2178082112,37.152605176549244,11.057883140254972
40,2178082113,63.437247917952625,13.182098550493258
41,2178082114,44.27100289312655,12.28050658615003
42,2178082115,65.64824426551908,12.280238915372205
43,2178082117,63.43834282999477,12.877704294727545
44,2178082119,62.267046189278275,13.406848467262284
45,2178082121,62.81631650496277,13.282290812588796
46,2178082122,43.367807770164134,12.121452747890938
47,2178082127,49.85558372143728,13.35904357298293
48,2178082128,63.74991485391339,13.118613214031893
49,2178082130,62.082063034761546,13.281172026907733
50,2178082132,42.862143471888984,12.388564070600331
51,2178082133,59.61351982287344,12.69505497535035
52,2178082134,62.48297731372221,13.041574911230633
53,2178082135,62.70562733446303,13.303093503436441
54,2178082138,46.17530906573521,12.27593169600815
55,2178082139,44.95108865688904,12.12530438767648
56,2178082144,44.27100289312655,12.28050658615003
57,2178082147,40.50311338275033,11.86828411138854
58,2178082151,40.50311338275033,11.86828411138854
59,2178090546,62.33292829248758,13.092179008077277
60,2288519259,63.471314122559626,13.074390649447592
61,2288519271,63.37417046111063,13.108569785839933
62,2511509409,46.788723887562554,12.523415607295494
63,2557151229,69.0480264720286,11.621500920273522
64,2557206314,69.0480264720286,11.621500920273522
65,2562335437,55.796643055262514,12.783993073404858
66,2583534323,58.700486622792965,12.640289665434006
67,2751567368,53.70906887062943,12.71094844524736
68,2751567369,43.75438844690936,12.602110460453149
69,2751567373,46.82535812801557,12.576559680047486
70,2751567375,48.89430589353219,12.665031778103636
71,2929358917,69.29063501942323,11.50147984193529
72,2983662346,45.35015806799072,12.268579820208888
73,2983662748,44.76734344231631,13.119294499256553
74,3013074953,62.77070687668667,13.157666193927804
75,3300964489,42.977624362837986,12.223368129508204
76,3300964498,42.9522565701851,12.792062408527087
77,3300964529,41.730158689792155,11.941343683959072
78,3300964548,41.17912213999717,12.174809724113882
79,3300965072,44.8558634822668,12.29327202730411
80,3300967316,40.70998101445881,11.942710213453877
81,3300967680,40.84327879784864,12.317951158926837
82,3300968258,42.75568523033509,12.152492832081176
83,3300968445,42.75568523033509,12.152492832081176
84,3450710257,50.31605396383424,13.099240505085026
85,3601427741,47.309720620346475,12.359307560031821
86,3601434595,42.70174718553191,12.173800534210947
87,3601890937,58.40816997969139,12.597258612559916
88,3601892360,56.080926829944886,12.432307361992432
89,3601977206,43.24462217461958,12.251764564506662
90,3601998292,43.93123313077598,12.281143090450026
91,3601998352,46.55948470130297,12.55391331907473
92,3602059225,47.10856273356427,12.661985900508617
93,3602066621,43.2461857900785,12.579823561957935
94,3602084492,57.959027253104956,12.801457107266197
95,3602159393,55.93603212459595,12.67823424491775
96,3602161392,43.93123313077598,12.281143090450026
97,3602168413,54.93166712943038,12.551989317888614
98,3602190233,42.78155864064255,12.615292691998429
99,3602255419,51.3485412772002,12.456353478048772
100,3602336674,40.88480265797894,12.375075622174421
101,3602339828,52.25257677299299,12.895543419716532
102,3602398264,51.91882219267996,12.800469772069091
103,3602437996,56.63021186567213,12.797103463826108
104,3602449178,51.75171943863107,12.531125764527102
105,3602451363,55.97124139631373,12.387189659569993
106,3602470461,43.1020724172,12.273133091052742
