,OSMID,pred_mean_wi,pred_std_wi
0,27564980,51.066227974759315,14.069440033366387
1,321350037,30.254838209858715,11.408728894730851
2,321350077,52.360325852836525,16.034062432444923
3,321350088,39.93875097844003,13.075599069062257
4,321350099,48.325104258828794,18.385907524249745
5,321350121,16.108128008567917,10.180971056266266
6,321350140,38.22309098629392,13.874868784620986
7,321543658,43.51923530091794,15.039618802600224
8,476511767,39.18816882939522,13.450350544783435
9,476544399,47.718384721233605,14.855317458087
10,476605695,35.77739784347732,13.683446608695341
11,476624163,37.144531980898414,12.16106820652079
12,476624464,45.243539501741694,18.379965761714647
13,476644372,47.23324655449052,19.35891357264316
14,476645658,43.395348992169176,14.919652027096298
15,476650148,24.383333321015527,13.494316800134637
16,476658831,27.70078666010412,10.038682548068318
17,476660195,38.04155019069938,13.001080799666973
18,476717530,29.730330807657204,12.116348957355981
19,1196654474,20.849696943778355,10.290026445517725
20,1196655597,23.147563805697832,10.027609035384037
21,1207693088,36.76357429678747,14.97136511641709
22,1207693143,22.82025425642849,12.28972889336645
23,1207693330,25.79155085304419,11.865196181169257
24,1207693416,32.99229929654507,11.289943114198108
25,1207693455,25.44334251025263,11.173777351248184
26,1207693605,32.496071020322496,13.383006565240278
27,1207693623,22.435364978307106,12.085138748511556
28,1207752399,22.24738831173359,10.683127960244517
29,1253154960,42.041704807919075,17.043791039041658
30,1345739769,19.99119170404994,9.198155881133015
31,1345739773,26.00110601498831,10.113242476695717
32,1345739783,23.997550810976072,11.050523746812416
33,1345739787,21.37185821963953,9.912311063071751
34,1345739794,22.044027660288855,9.891739819777126
35,1345759528,17.49068560040026,9.232403845578203
36,1345759532,17.418074058813104,9.505303664279783
37,1345759536,30.599731713164612,11.237064040826999
38,1345759540,50.219068962714346,18.4580965388942
39,1848494504,30.906797503012317,9.92587902914569
40,1848525200,23.68854580968332,10.768506233063441
41,1848526314,20.574662452823226,9.090757274829748
42,1848533186,45.05867268239735,16.654716637352482
43,2189927054,39.807524369538044,12.086954611767268
44,2189929542,44.757953438962986,15.177931857840717
45,2189936799,23.11824234870601,13.067577096071311
46,2189951896,50.023354780669415,17.27777710817515
47,2189959219,43.393810219603075,14.968643030346332
48,2496539787,17.905366086124918,8.521116930144693
49,2496539790,22.449949818485205,10.681844938783964
50,2496539795,19.61090912979214,9.767285114007029
51,2496539799,32.102613973427125,13.611482858756995
52,2496546839,37.14278386415471,12.883273949119529
53,2496546844,29.674562805873137,11.786964483856288
54,2496546849,20.835145368751057,11.655970602785633
55,2521144734,16.47789248537252,9.763009283716563
56,2524274712,20.321598358142253,9.713457104399914
57,2524277076,18.35158859139675,10.03851370467616
58,2524354471,21.101215459131016,10.196830527053057
59,2524354472,21.163550356473504,12.033934433221825
60,2524356074,24.982250002426394,12.21781143694536
61,2524356076,23.777883503929022,13.244242657515159
62,2524356079,18.876777392183048,10.566517134119287
63,2524356082,20.030242973662926,11.093600840934839
64,2524412432,26.670079514902266,13.793144873955034
65,2524515222,18.74950115430552,10.316654154508779
66,2528372454,22.893370606217562,11.232369493685708
67,2528372458,17.472411460192877,10.426120530003296
68,2528372465,21.913928014733163,11.520763596521949
69,2528420789,24.40273055829174,10.132066123789164
70,2528420790,33.94163088401077,13.889933502575193
71,2528420791,19.166784110656636,11.402560912691415
72,2528420792,18.16001590934037,8.730676695429679
73,2528420793,22.240368124625167,13.23966613174468
74,2528420794,19.908133188134187,10.307587262310562
75,2528420795,22.468873625004846,12.787411419566554
76,2528420796,13.533963078354677,8.011051932817917
77,2528420797,17.09339186332305,10.610575629278983
78,2528420799,20.572439954915584,12.057261637580288
79,2528420800,23.0162818739196,13.503726312063497
80,2595678317,21.1326968756766,11.17818582413288
81,2742387534,31.667024405388936,12.193189642606539
82,2742837895,24.700264258279347,12.107405221256338
83,2742837908,19.230084199670934,10.511993874482512
84,2742837914,19.40153678957631,11.716228535366088
85,2742837919,20.138418162798494,11.225198510953158
86,2742837927,22.98239369774561,11.625586133507591
87,2742837939,24.301529944085782,12.598722980062321
88,2742837960,20.60698454486521,11.287903384384299
