,OSMID,pred_mean_wi,pred_std_wi
0,27564980,41.91928534585305,7.9318108719034175
1,321350037,34.55521551395174,8.195492313730004
2,321350077,36.766132175873715,8.493743729048902
3,321350088,36.4999535457803,8.553945058899387
4,321350099,38.30778173810333,8.767690051291652
5,321350121,18.49191621617603,7.526095892966826
6,321350140,26.810234248227143,9.108041624425182
7,321543658,37.43566752141805,8.17704365827947
8,476511767,35.988061282062525,8.726541614391305
9,476544399,36.84438679083425,8.093163565493064
10,476605695,26.966652173887418,9.014985031474572
11,476624163,38.1627006450426,8.556368199807057
12,476624464,37.37735982998086,8.587969110656001
13,476644372,27.132881140643285,9.201319221120292
14,476645658,36.76061619235752,8.674532397392074
15,476650148,25.489487701047942,8.76683403803074
16,476658831,34.8018415033907,8.439741819123618
17,476660195,35.1568137643185,8.343992871578065
18,476717530,25.993800947978254,8.515621797500852
19,1196654474,21.773877681346367,7.949167268450193
20,1196655597,23.773825501542046,8.3270891384192
21,1207693088,26.200928515815868,8.958775264854644
22,1207693143,23.26255412574591,8.272286664685408
23,1207693330,23.36779786131075,8.160971047285864
24,1207693416,26.34771080465618,8.978031132695197
25,1207693455,25.069109713869896,8.649636189347842
26,1207693605,25.161388633874314,8.782525975372158
27,1207693623,22.765653311793578,8.12788353937618
28,1207752399,22.532015353429625,8.200030042160202
29,1253154960,26.75506825523236,9.174289135448305
30,1345739769,23.515063843345178,8.314580767671044
31,1345739773,24.95863902974637,9.054647967181339
32,1345739783,23.67767405259352,8.470201553012895
33,1345739787,26.132104248395034,8.792916221607637
34,1345739794,23.367730329356206,8.633424037547305
35,1345759528,21.155494836407232,8.18055975135377
36,1345759532,20.355610862989543,8.217513070735713
37,1345759536,35.73106439128008,8.61574375354766
38,1345759540,38.61247461241601,8.745231223736761
39,1848494504,26.30672398520673,8.97835150992992
40,1848525200,27.915204667345947,8.146964680419089
41,1848526314,21.578305901353804,8.336255423881632
42,1848533186,37.76018084182722,8.277525834079498
43,2189927054,38.66155479747588,7.761872243853057
44,2189929542,37.09703296462323,8.728604772489943
45,2189936799,24.827524875187528,8.69496145015402
46,2189951896,36.807118995323165,8.493423351814178
47,2189959219,38.186778836708065,8.10060232269265
48,2496539787,20.302191720520007,7.655336939575707
49,2496539790,23.940814348126597,8.587826899403478
50,2496539795,22.630032934314837,8.227767610065753
51,2496539799,23.69104421441786,8.571120917833076
52,2496546839,26.76423454122821,8.824792574941977
53,2496546844,23.955825256299,8.757825903963749
54,2496546849,19.352051822613344,7.8740274661114
55,2521144734,19.482021796886347,7.6969269733744
56,2524274712,20.355902877005267,7.944530730687042
57,2524277076,19.355518034712333,7.578683678092532
58,2524354471,20.893914144987836,7.911461666192881
59,2524354472,20.34510997171887,7.602526783711889
60,2524356074,24.700408503002322,8.503591291142834
61,2524356076,20.93401184374937,7.83429984640539
62,2524356079,19.874670305716315,7.834422113907626
63,2524356082,20.305963788206085,7.630049396793563
64,2524412432,24.852059296013657,8.653403000972649
65,2524515222,21.888265798524262,8.143993075515224
66,2528372454,22.80163473989566,8.322410031059281
67,2528372458,22.94465112766966,8.378612313840522
68,2528372465,20.168994987359902,7.815377899981341
69,2528420789,24.57000600493133,8.141882120017911
70,2528420790,24.483082649503267,8.81652585387409
71,2528420791,20.737418379981495,7.83798026058428
72,2528420792,20.41993725640544,7.720706472308063
73,2528420793,20.579039582821565,7.930048793950944
74,2528420794,22.271040458309436,8.280900208858156
75,2528420795,21.567649478602593,8.04547411530336
76,2528420796,19.4396245269567,7.645965156428088
77,2528420797,19.90761735078067,7.847991844024293
78,2528420799,20.266858247030473,7.882341933184131
79,2528420800,22.825728346814778,8.2051556013076
80,2595678317,22.69276100788177,8.290407034152935
81,2742387534,25.475374075352665,8.687097405061328
82,2742837895,23.314667180225754,8.434531038758733
83,2742837908,20.337143219491256,7.2552368553622
84,2742837914,22.375641626594195,7.921497625998776
85,2742837919,22.218051771311927,8.122730608898587
86,2742837927,24.535241465973463,8.629230114727413
87,2742837939,21.024818780512675,7.766403358135502
88,2742837960,20.512667334333802,7.79790121153043
89,2742837964,21.024818780512675,7.766403358135502
90,2742838007,20.93401184374937,7.83429984640539
91,2742838058,20.615267871127248,7.825932562314767
92,2742838059,24.870631680716127,8.766140371036482
93,2742838061,20.64573110169688,7.686816132383932
94,2742838063,21.024818780512675,7.766403358135502
95,2742838152,22.997674823100432,8.171309963008744
96,2742838171,25.120401814424863,8.782846352606882
97,2742838184,23.626715437342828,8.47241052782655
98,2742838192,23.165848775776258,8.404320785484986
99,2742838197,21.091191029000438,7.898550940556017
100,2742838205,21.19535398667973,7.848517539424606
101,2742838232,21.024818780512675,7.766403358135502
102,2742838238,22.997674823100432,8.171309963008744
103,2742838252,20.220816580337267,7.588997448339204
104,2742838262,21.245903734672012,7.765914051053942
105,2751192337,24.911618500165574,8.765819993801756
106,2751280318,25.840261830815233,9.165974668375574
107,2751280750,37.44896065869708,8.4325670487891
108,2751290664,24.974661672598387,8.765062851164206
109,2751291539,24.93937437856734,8.847260679318476
110,2751338605,24.117972628338546,8.284794931214366
111,2751376837,22.996772071870925,8.384912030811275
112,2756860897,23.53076975266493,8.473156005433875
113,2756860898,19.28003151552011,7.548171219583443
114,2756860899,23.78171202171047,8.378484577760597
115,2756860900,20.77445248879457,7.90788476509039
116,2756860902,20.477771973170437,7.728918336459461
117,2756860903,18.56133308747808,7.265442083153242
118,2756860905,22.007568130133777,8.426382664782501
119,2756860907,22.06349962680342,8.011511937956461
120,2756860908,21.56702228361016,7.742801418501633
121,2756860909,20.77690065045048,7.474669671150286
122,2756860910,19.396441020626746,7.3633197046794665
123,2756860911,21.904494694078473,8.083166203242904
124,2756860912,21.2235970304634,7.663809298714123
125,2756860913,19.650844838100028,7.483328017528792
126,2756860914,19.34371429663997,7.392479919818634
127,2756860915,22.16210612848071,8.090093336940168
128,2756860917,19.353254089898453,7.569442623089518
129,2756860919,20.14896803247997,7.638798707378576
130,2756860920,21.159929739831867,7.653162572524954
131,2756860921,18.943550950138835,7.667316687792496
132,2756860924,26.25785998631925,8.913181518779073
133,2756860926,23.138044648221015,8.155256995842958
134,2756860928,20.016866232994964,7.518902282663059
135,2756860933,19.028615564838567,7.578043184699609
136,2756860938,22.314848116666074,7.919388237364352
137,2756860943,19.771278063203734,7.820205919055181
138,2756860949,18.750324488635393,7.630780770600856
139,2756860957,20.57843390378103,7.5827843536364865
140,2756860964,21.783569726897337,7.979737759418622
141,2756860973,22.70574263678862,8.035010707722764
142,2756860979,21.733249085760267,7.779852515715968
143,2756860987,20.16922120714351,7.721233114704391
144,2756860995,21.19337711158554,7.5057445922730475
145,2756861006,22.139196082229866,7.764625721937831
146,2756926006,21.79234634799684,7.957943938008621
147,2756926008,18.499297861325037,7.524555786628304
148,2756926022,19.881956473021695,7.6422023472252905
149,2756926031,22.249120313112705,7.963058230518794
150,2756926040,25.18249713611533,8.599212502608465
151,2756926151,25.68147453701941,8.177750343953647
152,2756926153,21.898725511223716,7.953366881238068
153,2756926156,22.782659759636857,8.253302785694483
154,2756926158,22.47331783107387,8.173074364181996
155,2756926159,19.906088888845126,7.512968312933786
156,2756926160,21.09183711322277,7.9121683976480774
157,2756926161,25.51803103903101,8.898954527084928
158,2756926162,23.56423595782099,8.3762916328129
159,2756926163,19.912340565926034,7.745043457304743
160,2756926165,24.228721023380718,8.70599925603204
161,2756926169,22.82506097850742,8.076597121519239
162,2756926171,25.239036620560412,8.496532969857896
163,2756926172,22.51444436413423,8.048471798427446
164,2756926173,20.757083444404127,7.732835768241401
165,2756926174,21.936670910702393,7.927855221444803
166,2756926175,19.906629015696925,7.591632403284023
167,2756926176,23.61309995670847,8.441461623963747
168,2756926177,23.61309995670847,8.441461623963747
169,2756926178,20.851546469210525,7.722043755872491
170,2756926179,25.721968665542295,8.788926212251132
171,2756926181,23.008357562071932,8.5205045899389
172,2756926183,21.63653954059423,7.826313896898865
173,2756926184,22.725515528895677,8.014399898666452
174,2756926185,19.50814574490534,7.611941117284576
175,2756926186,24.24692261016692,8.426907960707076
176,2756926189,20.994163717699706,7.375158422965879
177,2756926190,19.353169727560335,7.574779840109238
178,2756926192,18.926102604494815,7.327747544096465
179,2756926196,19.226052557028858,7.39266083684321
180,2756926198,19.163493216827327,7.3158546463112515
181,2757063344,21.452871772608674,8.027488457830534
182,2757063353,21.06197725248613,7.911865987472122
183,2757063374,22.63145587766775,8.139592801767506
184,2757063389,22.13083876293616,7.379965619479932
185,2757063397,20.383809535651075,7.763788418525037
